,network,protocol,seeding_budget,mi_value,diffusion_len,activated_prct_actors
1853,lazega,AND,2.68,0.6,1,2.8169014084507045
1854,er2,AND,2.68,0.6,1,2.7
1855,er3,AND,2.68,0.6,1,2.7
1856,er5,AND,2.68,0.6,1,2.7
1857,sf2,AND,2.68,0.6,2,3.8
1858,sf3,AND,2.68,0.6,1,2.7
1859,sf5,AND,2.68,0.6,1,2.7
1860,aucs,AND,2.68,0.7000000000000001,1,3.278688524590164
1861,ckm_physicians,AND,2.68,0.7000000000000001,1,2.904564315352697
1862,eu_transportation,AND,2.68,0.7000000000000001,2,6.235011990407674
1863,lazega,AND,2.68,0.7000000000000001,1,2.8169014084507045
1864,er2,AND,2.68,0.7000000000000001,1,2.7
1865,er3,AND,2.68,0.7000000000000001,1,2.7
1866,er5,AND,2.68,0.7000000000000001,1,2.7
1867,sf2,AND,2.68,0.7000000000000001,2,2.8000000000000003
1868,sf3,AND,2.68,0.7000000000000001,1,2.7
1869,sf5,AND,2.68,0.7000000000000001,1,2.7
1870,aucs,AND,2.68,0.8,1,3.278688524590164
1871,ckm_physicians,AND,2.68,0.8,1,2.904564315352697
1872,eu_transportation,AND,2.68,0.8,2,6.235011990407674
